"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","ID","Type","Firing Pattern","Input Resistance","Tau Membrane","Threshold Current","AP Amplitude","AP Halfwidth","Voltage Threshold","Max DepolRate","Max RepolRate","Sag 90mV","RMP","Cluster"
4.56836061326044,-5.13385442027004,2.06601187901236,0.867218030869947,0.951890715837975,-1.09518392945598,0.985631190500197,2.02469112137893,-0.920387231643289,1.42025841814497,"P6_TeNT","Projected1","Tonic",0.7025,26.01,40,60.966,0.497431,-47.4952,393.808,-113.801,1.762,-71.61,"2"
0.371075046307741,0.431812456965499,-0.939592636802185,0.233637927264448,-0.844958741537159,0.376116310924496,0.121554332283611,0.183646940928474,0.26899682536502,-0.204380784278258,"P6_TeNT","Projected1","Tonic",0.1875,8.02,100,57.9088,0.346472,-43.6115,381.679,-185.364,6.803,-71.62,"1"
4.36719952095173,-0.893470891353082,-1.7937698510484,2.00858403069175,0.0942137003285859,1.21142933282358,0.835661636550261,0.47260531967946,-1.36799857841676,0.0962267096410047,"P6_TeNT","Projected1","Tonic",0.2375,15.2,80,48.711,0.610606,-45.5512,294.08,-81.3413,2.733,-75.48,"3"
2.73133414094131,-1.21596305879312,0.696679645095201,0.617990314426686,0.379196799006689,0.280800637151731,0.456066090405797,0.780794689922872,-0.278214846032347,1.01281472951272,"P6_TeNT","Projected1","Tonic",0.3875,16.58,80,58.72222,0.444349,-41.1712,320.673,-136.09,4.381,-70.25,"3"
2.4602980662978,-3.88465421205926,-1.44414326452413,0.570934760863761,0.477043329044815,0.776593989207903,0.0872461369339322,0.826375947488835,-0.0273088470257346,0.441913974673313,"P6_TeNT","Projected1","Tonic",0.3538,19.67,80,63.9155,0.414156,-48.5545,443.467,-151.733,0.937,-79.14,"3"
6.90826532293552,-2.97383413987755,2.82911181687586,3.14285182970652,3.03445474297348,0.41964935618977,-0.206353507742098,0.622839716761111,-1.9340761677802,0.996896745973353,"P6_TeNT","Projected1","Tonic",0.5132,34.96,20,46.6744,0.680373,-39.2316,187.711,-80.5592,3.738,-69.27,"2"
0.87479311226761,-2.36943987006991,-0.28805401732861,0.582004521365001,-1.66124301215968,-0.0920989884574054,1.56818774529071,1.13440803014355,-0.154651326075593,0.240031259382443,"P6_TeNT","Projected1","Tonic",0.384,9.48,60,69.8284,0.394322,-50.1501,504.473,-167.375,4.135,-71.28,"1"
0.316375588040463,-0.236730588392559,0.835130344320352,0.720282909058897,-0.660114879832592,-0.230863506129406,0.411837482275788,-0.0904352704523317,0.260594586128835,-0.514662005692816,"P6_TeNT","Projected1","Tonic",0.258,11.82,60,60.5054,0.335243,-44.8942,382.461,-195.532,8.027,-66.85,"1"
2.62854953441007,1.44059041934176,-1.95527305384804,0.531579278632566,-0.401453031661888,1.03040586497032,-0.140637722416117,0.328501619306243,-0.158968618687009,0.298532068201083,"P6_TeNT","Projected1","Tonic",0.1575,8.24,120,47.5221,0.465289,-39.7321,240.113,-113.409,5.529,-75.17,"3"
3.34750144461168,-3.28562825365273,2.28746935909698,-0.0788716399215175,-0.811071357005511,-1.03774189110559,0.211941300728134,1.62119408374554,-0.422727475230281,1.17188210271682,"P6_TeNT","Projected1","Tonic",0.6375,17.36,20,59.3792,0.41137,-43.7679,346.483,-165.811,4.312,-71.19,"3"
2.95177118166585,1.95337074054091,2.05391182773229,1.35365503313029,0.69102614485371,0.642206924826715,-0.046877153111652,0.834732938260531,-0.511921081897276,0.72021902324875,"P6_TeNT","Projected1","Tonic",0.3,14.97,80,50.0249,0.497783,-32.693,256.538,-108.716,9.063,-64.9,"3"
4.30125123823211,0.266848008960477,-0.512455097953901,2.37257372995076,-0.914420396355306,0.556702760191045,0.599973530814347,0.602998131718206,-1.20975092245949,0.536121220841803,"P6_TeNT","Projected1","Tonic",0.291,11.91,60,51.4328,0.619564,-42.7668,201.789,-94.6375,5.959,-72.52,"3"
1.70929768960552,0.595059278544569,-0.0608177276716401,1.29724307933716,-0.873235979275803,0.241168812764064,0.722555660817147,0.236491804077355,-0.180008348726734,0.26392129832328,"P6_TeNT","Projected1","Tonic",0.2449,9.58,80,58.8786,0.451587,-42.9545,293.298,-144.694,7.165,-68.79,"3"
1.00218433610603,-1.90648384905974,-2.0122812047594,0.35977886796105,-0.812118328977679,0.747213128270276,0.15677930586145,0.713936539857674,0.192194806049514,0.413374048587666,"P6_TeNT","Projected1","Tonic",0.2583,10.997,100,66.0116,0.380214,-47.3344,439.556,-181.454,3.303,-77.8,"1"
6.71587975584747,-1.55099798109442,-0.40484122313745,5.89775293532731,-2.49095986802898,-0.285666635279951,2.22088952960575,1.61932416259079,-3.53747769478231,1.90875942174892,"P6_TeNT","Projected1","Tonic",0.4833,12.65,20,64.2284,0.950757,-51.1199,156.426,-86.8162,5.643,-72.61,"2"
1.74797141619552,1.55041929253793,2.30476743994083,1.39438785606833,1.11822353253337,-0.095774931506983,0.197304772902161,0.157660556625487,0.00782724128156825,-0.143579239904605,"P6_TeNT","Projected1","Tonic",0.2635,16.94,80,51.444,0.414213,-37.0272,283.802,-129.001,10.147,-62.09,"3"
10.1704111337608,-2.30420031636115,-1.71918488325583,8.24003696967346,-1.48749635992103,1.65853132381577,3.09876931300798,2.53498155812243,-6.63678952253776,3.64877290396357,"P6_TeNT","Projected1","Tonic",0.5075,17.75,40,62.7267,1.32529,-49.0551,174.415,-49.2741,0.57,-76.2,"2"
6.02863719788903,-2.79824090700829,-1.09497804898762,4.77753367419208,-0.352650855809393,0.946124410532568,1.33446632822197,1.06018975222595,-2.58672981915721,1.83370939714479,"P6_TeNT","Projected1","Tonic",0.3965,20.13,50,66.1993,0.831079,-48.8361,228.381,-96.2018,2.34,-76.22,"2"
1.81655571869666,0.591654853756792,-1.81843528034521,1.42922698980195,-0.0175939911205656,0.387341685022963,0.272560469078104,0.461300435840766,-0.0036882820511815,-0.396806186789169,"P6_TeNT","Projected1","Tonic",0.1575,11.2,120,52.6957,0.452687,-45.0551,331.186,-113.263,6.913,-73.75,"3"
2.25256024141323,1.97326175030527,-0.204658400746179,0.479286047255512,-0.545364657385198,0.0396032774796567,-0.214209277113665,0.0660154952565779,0.159925578606211,-0.895098323094523,"P6_TeNT","Projected1","Tonic",0.1863,8.96,80,40.9988,0.402125,-40.1545,233.765,-111.019,8.86,-70.03,"3"
1.0485176572029,-0.358417888704673,1.81697170436001,1.50390807904848,1.02469179701961,1.26775002661201,0.546187750904186,0.359912947529511,-0.240009055172654,-0.0707057250848406,"P6_TeNT","Projected1","Tonic",0.2448,18.67,60,63.6404,0.418452,-39.185,472.221,-157.147,6.891,-64.67,"1"
3.91905308362181,-0.470546891447719,0.644137607643221,2.83485668714866,-1.49785124784883,-0.105094497432329,2.15657051741163,0.879892380692414,-1.66844763623172,0.762395782532861,"P4_TeNT","Projected2","Tonic",0.3925,10.98,40,59.5982,0.648458,-46.5523,271.399,-96.2018,5.885,-66.67,"3"
6.75815458082827,-0.849495325248668,0.695768834326941,3.1897962073273,-0.944242128773786,-0.330722197272882,0.929903816314806,1.071288121976,-2.59152174443741,0.905200133496828,"P4_TeNT","Projected2","Tonic",0.4778,16.18,20,43.7366,0.762477,-44.2685,124.358,-75.8665,5.358,-71.43,"2"
6.84129033458949,1.50747933707226,3.57824514013794,4.29457265705008,0.723499729757134,-0.439805774764566,0.741174654468996,1.43954388589917,-3.11698288890081,1.17390603453981,"P4_TeNT","Projected2","Tonic",0.4883,20.97,30,39.7008,0.822825,-35.0081,111.062,-62.5703,10.267,-61.56,"2"
8.75732546794732,-1.42964833953469,0.834531036362384,5.36351058735006,-0.337801906694721,-0.603574836537794,1.1705527891223,2.13415237116665,-4.29962968907792,1.28793633118896,"P4_TeNT","Projected2","Tonic",0.567,21.37,20,40.7735,0.980918,-45.8785,140.818,-47.5152,6.002,-72.24,"2"
6.93491190629789,-4.08047935237165,0.512441372694208,0.964632304463184,-0.0976972781205999,-0.4292661567956,0.361141094884989,1.71868622026202,-1.80665271229575,1.78547756710166,"P4_TeNT","Projected2","Tonic",0.6585,21.64,30,47.8975,0.630458,-45.0193,202.571,-91.509,0.185,-77.62,"2"
5.70916620229456,-3.4360832280279,2.22151526754868,1.95323449376863,0.829955122526069,-0.505977926084955,0.860713243789721,1.60265978584715,-1.50813248816012,1.57861319699929,"P4_TeNT","Projected2","Tonic",0.6273,25,30,56.0942,0.612112,-43.5489,267.488,-90.7269,3.104,-70.12,"2"
6.85315590327271,-0.294114816691726,3.11517915867702,5.19584272219627,1.04151031165845,-0.210587357978802,0.593641965653874,1.70301717101908,-2.97309090601647,1.12029997278538,"P4_TeNT","Projected2","Tonic",0.5028,25.54,20,48.7735,0.845012,-38.95,183.8,-62.5703,9.343,-65.26,"2"
5.64220539123815,0.925425442002125,1.48684132800259,5.1714221310409,-1.04945007284606,-0.465476089646212,1.88739838499098,1.38722444741852,-2.84521643286117,1.15563642680022,"P4_TeNT","Projected2","Tonic",0.4145,13.96,40,54.8116,0.844223,-43.6428,163.465,-67.263,9.569,-64.54,"3"
5.71056117218434,-0.10302294945516,3.06970363768382,4.76815837610634,1.13623020782973,0.858485114742716,1.93039525656138,0.453449026237741,-2.70021571481977,1.2083085103986,"P4_TeNT","Projected2","Tonic",0.3895,23.71,20,56.9702,0.799131,-39.169,205.7,-69.6094,6.658,-60.14,"2"
8.74047303990011,-2.67839586854489,3.009021737404,4.48861348823519,2.2560840257617,0.536416203406072,1.36597802840957,1.28152375598839,-4.01969539835394,2.47373433229029,"P4_TeNT","Projected2","Tonic",0.6148,32.13,20,48.273,0.916378,-39.0751,146.258,-64.9166,2.15,-66.11,"2"
8.15600135199846,-0.804664937851707,4.33591994206369,4.67592036305013,1.78813540700793,-0.621045121894889,0.359833973199559,2.24433479780913,-3.5467313164693,2.01133343523909,"P4_TeNT","Projected2","Tonic",0.6563,29.47,20,43.3612,0.877169,-35.2583,141.565,-61.7881,8.365,-64.2,"2"
5.24183783666795,-1.8145720913709,0.488477177411304,2.12489172638316,-0.110065501583011,0.470008928997146,0.597197852668146,1.03892823392217,-1.36485714035488,0.812341690085625,"P4_TeNT","Projected2","Tonic",0.4325,18.65,35,52.5903,0.621975,-43.2986,249.499,-84.4699,3.736,-73.12,"2"
3.58791410341257,0.0871200589733957,1.43538028161839,2.02270619639598,-0.146965993124122,0.321054137438211,0.461043094303906,1.40895490378588,-0.817290976722566,0.946758522792473,"P4_TeNT","Projected2","Tonic",0.3925,15.21,60,57.0641,0.559896,-38.6684,295.645,-99.3303,7.479,-68.56,"3"
7.03084978812318,-1.50388883202689,0.241379314797992,4.55707454367446,-0.725051499127745,0.272328359328557,2.25795799778447,0.964959163221819,-3.46134658661439,1.03510797021693,"P4_TeNT","Projected2","Tonic",0.4415,17.71,20,50.5611,0.877256,-48.0135,187.66,-58.6085,3.588,-69.53,"2"
3.31978937486777,2.30146049101216,-2.55953681826196,2.80496295147341,0.431384039587409,0.25158897659425,0.621964405361349,1.13977171133507,-1.29753212445091,0.953276343587376,"P4_TeNT","Projected2","Phasic",0.162,9.92,180,48.6797,0.645179,-42.0159,220.56,-82.1235,7.81,-73.36,"3"
4.51159571094896,4.29264233010389,2.57914891159669,5.01526954585994,0.46436880256814,0.991059955661353,0.546214658610204,2.20905810124441,-2.71693986527718,1.45607985300341,"P4_TeNT","Projected2","Tonic",0.2838,13.9,90,51.245,0.825159,-29.189,257.32,-68.8273,13.7,-61.26,"3"
7.51077326705566,0.991511376737567,-0.306427776181004,7.19204588644184,-0.41339788683597,0.276580919582992,1.62948763499522,1.55991066366868,-4.59563615420809,0.621826734237276,"P4_TeNT","Projected2","Tonic",0.316,17.33,50,44.2059,1.05795,-46.0517,168.94,-44.5813,9.033,-69.55,"2"
3.53537813647956,1.19673086684832,0.673524898846551,1.30210409079361,-0.00771692899012704,0.668087657401585,1.53161289010927,0.367989764248361,-1.26783906349175,1.17935903914909,"P4_TeNT","Projected2","Tonic",0.3043,11.52,90,51.4328,0.567239,-38.293,223.689,-100.112,5.094,-64.94,"3"
4.0541425947419,-0.26968403096314,0.292238069964477,2.19035598561147,0.052400727869191,1.02933564594764,0.183381774809328,0.653760939103936,-0.790716898114839,0.316478912781044,"P4_TeNT","Projected2","Tonic",0.2918,16.64,50,53.216,0.572302,-40.483,265.141,-89.9448,5.842,-71.98,"3"
6.11129139652181,-0.362881234916482,-0.0755493363389477,1.97037461103495,-0.157957598719626,0.294313496778575,0.431368301077027,1.41204490375249,-1.99065182647397,1.38457043927803,"P4_TeNT","Projected2","Tonic",0.4358,15.52,70,43.5489,0.688335,-40.045,168.158,-71.9558,4.205,-73.84,"2"
5.47278571846657,-2.9155844626221,0.496555856256026,3.13345695649849,-0.197073337207857,-0.721183541312171,1.04458753847235,1.42643978545051,-1.54470211240367,1.07553559974299,"P4_TeNT","Projected2","Tonic",0.5258,20.67,40,58.0965,0.667837,-48.8361,236.985,-83.6877,4.478,-73.21,"2"
