P0,P1,P2,P3,P4,P5,P6,P7,P8,P9
9.8,3.24,2.18,2.84,2.038,0.504,0.92,0.644,0.634,0.618
4.34338,2.1,2.9,1.364,1.424,0.544,0.592,0.712,0.65,0.966
4.65,,2.15,1.2641,2.408,0.384,0.826,0.728,0.44,0.838
1.69,,1.85,2.23,1.312,1.04,0.97,0.568,0.524,0.906
,,1.394,1.51,1.35,0.98,0.848,,0.63,0.646
,,1.59,,1.1,0.74,0.832,,0.51,0.6
,,1.47,,1.02,,0.632,,,0.49
,,,,1.08,,0.552,,,
,,,,1.24,,0.634,,,
,,,,1.394,,,,,
,,,,0.848,,,,,
,,,,1.25,,,,,
