P0,P1,P2,P3,P4,P5,P6,P7,P8,P9
36.569,48.113,43.091,31.71,34.8782,17.26,20.65,10.399,11.4,23.8288
78.88,24.32,50.78,24.89,23.29,12.628,11.739,13.625,8.07,25.171
24.756,,51.283,19.11,35.2485,11.502,23.46,12.1226,7.15,19.608
45.59,,33.707,29.61,8.4,19.67,14.98,10.134,15.19,19.398
,,38.328,34.96,9.05,11.78,12.8,,7.18,12.961
,,40.207,,13.85,19.8498,13.59,,10.11,15.41
,,21.2251,,17.08,,10.27,,,8.06
,,,,20.6,,19.3484,,,
,,,,16.89,,19.2647,,,
,,,,27.64,,,,,
,,,,20.18,,,,,
,,,,34.85,,,,,
